,Constrs,Vars,NZs,presol_time,pConstrs,pVars,pNZs,CVars,IVars,BVars,pCVars,pIVars,pBVars,solved_with,obj_upper_bound,obj_lower_bound,gap,matrix_range_lower,matrix_range_upper,obj_range_lower,obj_range_upper,bounds_range_lower,bounds_range_upper,N,L,T,pot_circuits,formulation,target_gap,threads,walltime,region,co2limit,new_circuits,rel_exp_volume,abs_exp_volume,peak_mem,loading 0,candidates 0,building 0,solving 0,exporting 0
elec_s_500_t5_rES-PT_Co2L-1H_c1_g0.005_pGTEP_angles,4967,2432,12863,0.02,3068,2218,10686,2342,90,90,2128,90,90,dual simplex,16538203483.78,16495520240.61,0.002581,0.0002,50000.0,1.0,40000000.0,1.0,1000000.0,47,180,5,1.0,angles,0.005,4,21600,ES-PT,40.0,8.0,0.03139321426911277,1.7414453029458503,452.757812,0.7044134140014648,1.0838856697082522,2.453109741210937,1.9502992630004885,1.8365070819854736
elec_s_500_t5_rGB-IE_Co2L-1H_c1_g0.005_pGTEP_angles,5117,2659,12743,0.04,2985,2322,10180,2579,80,80,2242,80,80,barrier,17221136357.89,17212461470.3,0.000504,0.002,80000.0,1.0,40000000.0,1.0,1000000.0,53,160,5,1.0,angles,0.005,4,21600,GB-IE,40.0,6.0,0.0475456817598572,1.1526072374545724,424.875,0.6784019470214844,0.9780669212341307,2.368671178817749,2.0436408519744877,1.7127625942230225
elec_s_500_t5_rIT-CH-AT-LI-SI_Co2L-1H_c1_g0.005_pGTEP_angles,6632,3597,17007,0.03,3923,3157,13780,3483,114,114,3043,114,114,barrier,35492610961.87,35315168348.04,0.004999,0.002,60000.0,1.0,40000000.0,1.0,1000000.0,70,228,5,1.0,angles,0.005,4,21600,IT-CH-AT-LI-SI,40.0,54.0,0.27886869358194,10.289296149356794,784.6601559999999,0.7664115428924559,1.344958782196045,2.8814244270324707,3396.1785728931427,2.0435030460357666
elec_s_500_t5_rCZ-PL-LT-LV-EE_Co2L-1H_c1_g0.005_pGTEP_angles,3457,1699,9038,0.02,2228,1600,7656,1633,66,66,1534,66,66,dual simplex,14521609504.55,14485443363.72,0.0024909999999999997,5e-05,300000.0,1.0,40000000.0,1.0,1000000.0,37,130,5,1.0,angles,0.005,4,21600,CZ-PL-LT-LV-EE,40.0,13.0,0.1601696552887398,3.744962394874494,420.25,0.6233980655670166,0.6060636043548584,1.6570699214935305,1.1455049514770508,1.0987105369567869
elec_s_500_t5_rSE-FI-DK-NO_Co2L-1H_c1_g0.005_pGTEP_angles,5937,3062,15029,0.03,3581,2726,12288,2962,100,100,2626,100,100,barrier,21445016684.11,21405921520.53,0.001823,0.002,30000.0,1.0,40000000.0,1.0,1000000.0,61,200,5,1.0,angles,0.005,4,21600,SE-FI-DK-NO,40.0,10.0,0.05506112405876084,2.3885327584220852,427.285156,0.7639508247375488,1.1168451309204102,2.9285717010498047,2.1734681129455566,1.7141380310058594
elec_s_500_t5_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c1_g0.005_pGTEP_angles,4357,2220,11269,0.02,2655,1971,9264,2139,81,81,1890,81,81,dual simplex,17974813150.19,17947896840.76,0.001497,8e-05,30000.0,1.0,40000000.0,0.4,1000000.0,46,162,5,1.0,angles,0.005,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,9.0,0.07978761700083653,3.1047887547394857,422.460938,0.8858587741851807,1.0520687103271484,2.898848533630371,1.4835340976715088,1.4243347644805908
elec_s_500_t5_rDE-NL-LU_Co2L-1H_c2_g0.005_pGTEP_angles,11859,5512,33501,0.1,8599,5192,29852,5208,304,304,4888,304,304,barrier,32235009294.07,32102420353.79,0.004113,0.002,200000.0,1.0,40000000.0,0.03,1000000.0,93,456,5,2.0,angles,0.005,4,21600,DE-NL-LU,40.0,53.0,0.14823633219056656,7.860383792237198,485.503906,0.7577447891235352,2.9863603115081787,4.144601583480835,7.856379747390747,2.2013700008392334
elec_s_500_t5_rFR-BE_Co2L-1H_c2_g0.005_pGTEP_angles,12301,5345,34872,0.09,8881,4795,30838,5007,338,338,4457,338,338,barrier,30759369359.93,30606435308.63,0.004972,0.001,60000.0,1.0,40000000.0,0.8,1000000.0,93,507,5,2.0,angles,0.005,4,21600,FR-BE,40.0,84.0,0.2946365173127834,15.541318500078322,785.953125,1.3947477340698242,4.359978199005127,4.9294073581695566,3177.2632718086243,1.6560106277465818
elec_s_500_t5_rES-PT_Co2L-1H_c2_g0.005_pGTEP_angles,6857,2972,19343,0.05,4963,2763,17151,2792,180,180,2583,180,180,barrier,16489576613.29,16461234577.42,0.001719,0.0002,50000.0,1.0,40000000.0,1.0,1000000.0,47,270,5,2.0,angles,0.005,4,21600,ES-PT,40.0,8.0,0.03727366151000463,2.067645644812323,485.621094,0.7030823230743408,2.1790647506713867,3.92987060546875,9.928323030471804,1.9500274658203125
elec_s_500_t5_rGB-IE_Co2L-1H_c2_g0.005_pGTEP_angles,6797,3139,18503,0.03,4685,2825,16023,2979,160,160,2665,160,160,dual simplex,17206274090.04,17199058219.85,0.000419,0.002,80000.0,1.0,40000000.0,1.0,1000000.0,53,240,5,2.0,angles,0.005,4,21600,GB-IE,40.0,8.0,0.061680089330867355,1.495254978752371,429.652344,0.6533613204956055,1.8326981067657468,2.9343581199646,2.061717748641968,1.662146806716919
elec_s_500_t5_rIT-CH-AT-LI-SI_Co2L-1H_c2_g0.005_pGTEP_angles,9026,4281,25215,0.05,6327,3851,22003,4053,228,228,3623,228,228,barrier,34309838060.21,34141848749.82,0.004896,0.002,60000.0,1.0,40000000.0,1.0,1000000.0,70,342,5,2.0,angles,0.005,4,21600,IT-CH-AT-LI-SI,40.0,70.0,0.3833581374599013,14.144597433744375,575.2304690000001,0.653207540512085,2.4857537746429443,3.640225648880005,574.3234753608704,1.9944722652435305
elec_s_500_t5_rCZ-PL-LT-LV-EE_Co2L-1H_c2_g0.005_pGTEP_angles,4801,2083,13646,0.04,3572,1984,12224,1953,130,130,1854,130,130,dual simplex,14344617585.11,14285445774.9,0.004125,5e-05,400000.0,1.0,40000000.0,1.0,1000000.0,37,194,5,2.0,angles,0.005,4,21600,CZ-PL-LT-LV-EE,40.0,30.0,0.3588088246615164,8.389389069259995,432.496094,0.6993899345397949,1.316943883895874,2.5644803047180176,2.138205051422119,1.0954279899597168
elec_s_500_t5_rSE-FI-DK-NO_Co2L-1H_c2_g0.005_pGTEP_angles,8037,3662,22229,0.05,5681,3326,19448,3462,200,200,3126,200,200,barrier,21388627120.61,21337298413.98,0.0024,0.002,30000.0,1.0,40000000.0,1.0,1000000.0,61,300,5,2.0,angles,0.005,4,21600,SE-FI-DK-NO,40.0,13.0,0.07237328451471774,3.139528366938601,432.109375,0.7131304740905762,2.0785605907440186,3.3344097137451167,2.857405662536621,1.9874923229217532
elec_s_500_t5_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c2_g0.005_pGTEP_angles,6058,2706,17101,0.03,4361,2463,15092,2544,162,162,2301,162,162,barrier,17966157503.19,17913749428.79,0.0029170000000000003,8e-05,30000.0,1.0,40000000.0,0.4,1000000.0,46,243,5,2.0,angles,0.005,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,12.0,0.0961931595226961,3.7431803479705006,426.28125,0.5820667743682861,1.658246994018555,2.8579375743865967,2.12764573097229,1.1324293613433838
elec_s_500_t5_rDE-NL-LU_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,8197,4135,20812,0.04,4962,3835,17273,3983,152,152,3683,152,152,barrier,32917172918.22,32739410823.73,0.0054,0.002,100000.0,1.0,40000000.0,0.03,1000000.0,93,304,5,1.0,kirchhoff,0.01,4,21600,DE-NL-LU,40.0,27.0,0.0850774270699763,4.5113179673548425,434.253906,0.5659358501434326,1.4052135944366455,4.0675432682037345,2.802558183670044,1.8325161933898928
elec_s_500_t5_rFR-BE_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,8282,3866,20949,0.05,4887,3336,17025,3697,169,169,3167,169,169,barrier,31517629414.73,31254530183.36,0.008348,0.001,200000.0,1.0,40000000.0,0.8,1000000.0,93,338,5,1.0,kirchhoff,0.01,4,21600,FR-BE,40.0,49.0,0.17385004180148636,9.170142572723128,432.964844,0.5536081790924072,1.6531422138214111,4.675673723220825,3.00178337097168,1.3662798404693604
elec_s_500_t5_rES-PT_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,4722,2197,11978,0.02,2868,2018,9946,2107,90,90,1928,90,90,barrier,16533900302.87,16497038244.07,0.002229,0.0002,200000.0,1.0,40000000.0,1.0,1000000.0,47,180,5,1.0,kirchhoff,0.01,4,21600,ES-PT,40.0,10.0,0.03944392521455839,2.188034576702215,424.449219,0.5620839595794678,0.9168405532836914,2.7952752113342285,1.7014305591583252,1.5079131126403809
elec_s_500_t5_rGB-IE_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,4842,2394,11333,0.02,2765,2102,8965,2314,80,80,2022,80,80,barrier,17221136357.89,17212466642.66,0.000503,0.002,100000.0,1.0,40000000.0,1.0,1000000.0,53,160,5,1.0,kirchhoff,0.01,4,21600,GB-IE,40.0,6.0,0.0475456817598572,1.1526072374545724,429.71875,0.6559376716613771,0.9936580657958984,3.060594081878662,1.7448830604553225,1.5608725547790527
elec_s_500_t5_rIT-CH-AT-LI-SI_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,6272,3247,15197,0.02,3613,2847,12140,3133,114,114,2733,114,114,barrier,35518702858.07,35182361157.13,0.009469,0.002,100000.0,1.0,40000000.0,1.0,1000000.0,70,228,5,1.0,kirchhoff,0.01,4,21600,IT-CH-AT-LI-SI,40.0,57.0,0.29547702509060175,10.902086488940403,499.160156,0.6654419898986816,1.150651931762695,3.428654670715332,10.206008672714232,1.5347249507904053
elec_s_500_t5_rCZ-PL-LT-LV-EE_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,3252,1514,7888,0.01,2053,1440,6616,1448,66,66,1374,66,66,barrier,14521609504.55,14487313912.62,0.002362,5e-05,200000.0,1.0,40000000.0,1.0,1000000.0,37,130,5,1.0,kirchhoff,0.01,4,21600,CZ-PL-LT-LV-EE,40.0,13.0,0.1601696552887398,3.744962394874494,419.30859399999997,0.6321015357971191,0.644949197769165,2.248105049133301,1.264103651046753,0.9335815906524658
elec_s_500_t5_rSE-FI-DK-NO_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,5622,2757,13399,0.02,3306,2451,10778,2657,100,100,2351,100,100,barrier,21445016684.11,21406401600.05,0.001801,0.002,400000.0,1.0,40000000.0,1.0,1000000.0,61,200,5,1.0,kirchhoff,0.01,4,21600,SE-FI-DK-NO,40.0,10.0,0.05506112405876084,2.3885327584220852,427.292969,0.7525403499603271,1.2719414234161377,3.793372392654419,2.0489745140075684,1.669074773788452
elec_s_500_t5_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,4122,1990,9949,0.02,2450,1766,8054,1909,81,81,1685,81,81,barrier,17974813150.19,17948313768.62,0.001474,8e-05,200000.0,1.0,40000000.0,0.4,1000000.0,46,162,5,1.0,kirchhoff,0.01,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,9.0,0.07978761700083653,3.1047887547394857,421.898438,0.6188278198242188,0.7738928794860841,2.4187428951263428,1.4464914798736572,1.1162242889404297
elec_s_500_t5_rDE-NL-LU_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,11389,5047,31356,0.07,8154,4747,27852,4743,304,304,4443,304,304,barrier,32254362560.91,32097687786.53,0.004857,0.002,100000.0,1.0,40000000.0,0.03,1000000.0,93,456,5,2.0,kirchhoff,0.01,4,21600,DE-NL-LU,40.0,52.0,0.1497808666361821,7.9422843178604365,445.40625,0.54754638671875,2.6844236850738525,6.1375463008880615,3.5958831310272217,1.98718523979187
elec_s_500_t5_rFR-BE_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,11831,4880,31032,0.06,8436,4350,27138,4542,338,338,4012,338,338,barrier,30799309544.72,30593868714.88,0.006670000000000001,0.001,200000.0,1.0,40000000.0,0.8,1000000.0,93,507,5,2.0,kirchhoff,0.01,4,21600,FR-BE,40.0,86.0,0.29465979001200676,15.542546075106312,579.5195309999999,0.6456971168518066,3.426762580871582,7.257450819015503,58.14835786819458,1.8410632610321045
elec_s_500_t5_rES-PT_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,6612,2737,17258,0.03,4758,2558,15236,2557,180,180,2378,180,180,barrier,16477627110.74,16461144019.07,0.001,0.0002,200000.0,1.0,40000000.0,1.0,1000000.0,47,270,5,2.0,kirchhoff,0.01,4,21600,ES-PT,40.0,9.0,0.04222517343905843,2.3423160598075436,428.589844,0.6414422988891602,1.836475133895874,4.3380281925201425,1.8634707927703855,1.5400266647338867
elec_s_500_t5_rGB-IE_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,6522,2874,16293,0.04,4445,2585,13963,2714,160,160,2425,160,160,barrier,17206274090.04,17199058239.64,0.000419,0.002,100000.0,1.0,40000000.0,1.0,1000000.0,53,240,5,2.0,kirchhoff,0.01,4,21600,GB-IE,40.0,8.0,0.061680089330867355,1.495254978752371,428.558594,0.6155273914337158,1.6987044811248782,4.460870027542113,2.013815402984619,1.7756409645080566
elec_s_500_t5_rIT-CH-AT-LI-SI_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,8666,3931,22240,0.05,6007,3531,19211,3703,228,228,3303,228,228,barrier,34367552443.26,34130768173.26,0.006889999999999999,0.002,100000.0,1.0,40000000.0,1.0,1000000.0,70,342,5,2.0,kirchhoff,0.01,4,21600,IT-CH-AT-LI-SI,40.0,65.0,0.35617307132952175,13.141561945384204,495.035156,0.7204411029815674,2.496129035949707,5.719614267349242,4.732328653335571,1.9255037307739256
elec_s_500_t5_rCZ-PL-LT-LV-EE_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,4596,1898,11851,0.03,3397,1824,10584,1768,130,130,1694,130,130,barrier,14362002956.5,14263224677.03,0.0068779999999999996,5e-05,200000.0,1.0,40000000.0,1.0,1000000.0,37,194,5,2.0,kirchhoff,0.01,4,21600,CZ-PL-LT-LV-EE,40.0,26.0,0.31285051882095727,7.31482768124448,423.003906,0.7038819789886475,1.3038718700408936,3.361634969711304,1.7290570735931396,1.1015942096710205
elec_s_500_t5_rSE-FI-DK-NO_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,7722,3357,19629,0.04,5406,3051,17010,3157,200,200,2851,200,200,barrier,21388555212.57,21337515446.3,0.002386,0.002,400000.0,1.0,40000000.0,1.0,1000000.0,61,300,5,2.0,kirchhoff,0.01,4,21600,SE-FI-DK-NO,40.0,12.0,0.0686889096317043,2.979701442719009,431.71875,0.6376743316650391,1.9902117252349851,4.231666564941406,2.319819688796997,1.6958823204040527
elec_s_500_t5_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,5823,2476,15061,0.03,4151,2253,13192,2314,162,162,2091,162,162,barrier,17962304922.54,17913749496.47,0.0027029999999999997,8e-05,200000.0,1.0,40000000.0,0.4,1000000.0,46,243,5,2.0,kirchhoff,0.01,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,11.0,0.09022708364810328,3.511021449363915,426.183594,0.6474380493164062,1.8652482032775881,4.472585678100586,1.7160465717315674,1.014491319656372
elec_s_500_t5_rDE-NL-LU_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,8197,4135,21302,0.04,4962,3835,17763,3983,152,152,3683,152,152,barrier,32917172918.22,32772095528.94,0.0044069999999999995,0.002,100000.0,1.0,40000000.0,0.03,1000000.0,93,304,5,1.0,kirchhoff,0.005,4,21600,DE-NL-LU,40.0,27.0,0.0850774270699763,4.5113179673548425,434.253906,0.7082116603851318,1.4102568626403809,3.849855661392212,3.2786049842834477,1.830183744430542
elec_s_500_t5_rFR-BE_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,8282,3866,21094,0.04,4887,3336,17170,3697,169,169,3167,169,169,barrier,31418814326.89,31271059810.2,0.004703,0.001,200000.0,1.0,40000000.0,0.8,1000000.0,93,338,5,1.0,kirchhoff,0.005,4,21600,FR-BE,40.0,50.0,0.17816822665208587,9.397915717469257,493.300781,0.741102933883667,2.036538362503052,5.824692964553832,5.566329479217528,1.4811456203460691
elec_s_500_t5_rES-PT_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,4722,2197,12028,0.01,2868,2018,9996,2107,90,90,1928,90,90,barrier,16533900302.87,16497038244.07,0.002229,0.0002,200000.0,1.0,40000000.0,1.0,1000000.0,47,180,5,1.0,kirchhoff,0.005,4,21600,ES-PT,40.0,10.0,0.03944392521455839,2.188034576702215,424.429688,0.6578595638275146,0.82234787940979,2.592292308807373,1.6495630741119385,1.481342315673828
elec_s_500_t5_rGB-IE_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,4842,2394,11698,0.02,2765,2102,9330,2314,80,80,2022,80,80,barrier,17221136357.89,17212466642.66,0.000503,0.002,100000.0,1.0,40000000.0,1.0,1000000.0,53,160,5,1.0,kirchhoff,0.005,4,21600,GB-IE,40.0,6.0,0.0475456817598572,1.1526072374545724,425.1875,0.7396340370178223,1.0827341079711914,3.695358037948608,2.1020548343658447,1.839218616485596
elec_s_500_t5_rIT-CH-AT-LI-SI_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,6272,3247,15577,0.04,3613,2847,12520,3133,114,114,2733,114,114,barrier,35492610957.72,35315417272.69,0.004992,0.002,100000.0,1.0,40000000.0,1.0,1000000.0,70,228,5,1.0,kirchhoff,0.005,4,21600,IT-CH-AT-LI-SI,40.0,55.0,0.2788686955161232,10.289296220721504,600.2695309999999,0.6659486293792725,1.1815519332885742,4.207805395126344,222.28089022636414,1.6897249221801758
elec_s_500_t5_rCZ-PL-LT-LV-EE_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,3252,1514,7888,0.02,2053,1440,6616,1448,66,66,1374,66,66,barrier,14526776330.04,14487313912.62,0.002717,5e-05,200000.0,1.0,40000000.0,1.0,1000000.0,37,130,5,1.0,kirchhoff,0.005,4,21600,CZ-PL-LT-LV-EE,40.0,14.0,0.17971007579713857,4.201841320236908,420.125,0.6476845741271973,0.8513946533203125,3.464277744293213,1.3757100105285645,1.1554079055786133
elec_s_500_t5_rSE-FI-DK-NO_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,5622,2757,13509,0.05,3306,2451,10888,2657,100,100,2351,100,100,barrier,21445016684.11,21406401600.05,0.001801,0.002,400000.0,1.0,40000000.0,1.0,1000000.0,61,200,5,1.0,kirchhoff,0.005,4,21600,SE-FI-DK-NO,40.0,10.0,0.05506112405876084,2.3885327584220852,427.714844,0.6474728584289551,1.4018101692199707,4.259075403213502,2.534879446029663,2.43924617767334
elec_s_500_t5_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,4122,1990,10014,0.03,2450,1766,8119,1909,81,81,1685,81,81,barrier,17974813150.19,17948313768.62,0.001474,8e-05,200000.0,1.0,40000000.0,0.4,1000000.0,46,162,5,1.0,kirchhoff,0.005,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,9.0,0.07978761700083653,3.1047887547394857,421.960938,0.6643831729888916,0.9293851852416992,3.3194239139556885,1.7425861358642578,1.1549193859100342
elec_s_500_t5_rDE-NL-LU_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,11389,5047,31406,0.08,8154,4747,27902,4743,304,304,4443,304,304,barrier,32290023286.04,32129601719.09,0.004968,0.002,100000.0,1.0,40000000.0,0.03,1000000.0,93,456,5,2.0,kirchhoff,0.005,4,21600,DE-NL-LU,40.0,55.0,0.1502190451087685,7.9655191814942565,547.9960940000001,0.7559127807617188,3.6861400604248047,6.885627269744872,8.781282901763916,2.3180739879608154
elec_s_500_t5_rFR-BE_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,11831,4880,30942,0.12,8436,4350,27048,4542,338,338,4012,338,338,barrier,30759784660.86,30608837739.99,0.004907,0.001,200000.0,1.0,40000000.0,0.8,1000000.0,93,507,5,2.0,kirchhoff,0.005,4,21600,FR-BE,40.0,85.0,0.29168989948129537,15.385891987998862,615.84375,0.7309114933013916,4.002183198928833,7.938771724700928,572.3318722248077,1.9882073402404783
elec_s_500_t5_rES-PT_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,6612,2737,17603,0.05,4758,2558,15581,2557,180,180,2378,180,180,barrier,16489576613.29,16461144019.07,0.001724,0.0002,200000.0,1.0,40000000.0,1.0,1000000.0,47,270,5,2.0,kirchhoff,0.005,4,21600,ES-PT,40.0,8.0,0.03727366151000463,2.067645644812323,429.089844,0.6530044078826904,1.9745242595672607,4.658161163330078,2.332446336746216,1.6757781505584717
elec_s_500_t5_rGB-IE_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,6522,2874,16433,0.03,4445,2585,14103,2714,160,160,2425,160,160,barrier,17206274090.04,17199058239.64,0.000419,0.002,100000.0,1.0,40000000.0,1.0,1000000.0,53,240,5,2.0,kirchhoff,0.005,4,21600,GB-IE,40.0,8.0,0.061680089330867355,1.495254978752371,429.707031,0.6498289108276367,1.3846631050109863,3.493240594863892,1.7046029567718506,1.6209244728088381
elec_s_500_t5_rIT-CH-AT-LI-SI_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,8666,3931,22375,0.06,6007,3531,19346,3703,228,228,3303,228,228,barrier,34322845022.42,34152159772.63,0.004973,0.002,100000.0,1.0,40000000.0,1.0,1000000.0,70,342,5,2.0,kirchhoff,0.005,4,21600,IT-CH-AT-LI-SI,40.0,78.0,0.4282847894852561,15.802236452848355,537.8828120000001,0.673213005065918,2.590856075286865,5.649518966674805,24.887718915939328,2.1077947616577153
elec_s_500_t5_rCZ-PL-LT-LV-EE_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,4596,1898,11851,0.02,3397,1824,10584,1768,130,130,1694,130,130,barrier,14341051694.11,14286081142.91,0.0038329999999999996,5e-05,200000.0,1.0,40000000.0,1.0,1000000.0,37,194,5,2.0,kirchhoff,0.005,4,21600,CZ-PL-LT-LV-EE,40.0,28.0,0.3356631852430205,7.8482157173455285,422.585938,0.7677145004272461,1.4365317821502686,3.9736948013305664,1.885023832321167,1.0897769927978516
elec_s_500_t5_rSE-FI-DK-NO_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,7722,3357,19599,0.06,5406,3051,16980,3157,200,200,2851,200,200,barrier,21388555212.57,21337515446.3,0.002386,0.002,400000.0,1.0,40000000.0,1.0,1000000.0,61,300,5,2.0,kirchhoff,0.005,4,21600,SE-FI-DK-NO,40.0,12.0,0.0686889096317043,2.979701442719009,432.277344,0.6242613792419434,2.024707555770874,4.886315107345581,2.388511657714844,1.944131851196289
elec_s_500_t5_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,5823,2476,15001,0.04,4151,2253,13132,2314,162,162,2091,162,162,barrier,17962304922.54,17913749496.47,0.0027029999999999997,8e-05,200000.0,1.0,40000000.0,0.4,1000000.0,46,243,5,2.0,kirchhoff,0.005,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,11.0,0.09022708364810328,3.511021449363915,425.796875,0.6559858322143555,1.7299764156341553,4.416821002960205,2.1579813957214355,1.2559304237365725
elec_s_500_t25_rDE-NL-LU_Co2L-1H_c1_g0.01_pGTEP_angles,43327,21240,112564,0.27,26664,19277,93264,21088,152,152,19125,152,152,barrier,47065750588.05,46693239935.16,0.007915,0.0006,200000.0,1.0,40000000.0,0.02,1000000.0,93,304,25,1.0,angles,0.01,4,21600,DE-NL-LU,40.0,50.0,0.13961570218903666,7.403266030744098,787.2734379999999,0.7966954708099365,1.7112627029418943,4.82656455039978,62.558571577072144,2.0208659172058105
elec_s_500_t25_rFR-BE_Co2L-1H_c1_g0.01_pGTEP_angles,43752,20031,113805,0.19,27280,17934,94637,19862,169,169,17765,169,169,barrier,38946674044.5,38557412197.3,0.009995,2e-05,60000.0,1.0,40000000.0,0.6,1000000.0,93,338,25,1.0,angles,0.01,4,21600,FR-BE,40.0,69.0,0.23564054193882314,12.429432533356325,1307.375,0.5454094409942627,1.479806661605835,3.9381489753723145,8604.552719116211,1.2033956050872805
elec_s_500_t25_rES-PT_Co2L-1H_c1_g0.01_pGTEP_angles,24827,11172,64311,0.12,15336,10106,53430,11082,90,90,10016,90,90,barrier,17742884722.12,17693314966.25,0.0027939999999999996,5e-05,50000.0,1.0,40000000.0,1.0,1000000.0,47,180,25,1.0,angles,0.01,4,21600,ES-PT,40.0,13.0,0.05119127755295467,2.8396840502598746,526.484375,0.6059801578521729,0.9151136875152588,3.1384966373443604,16.679354667663574,1.723914384841919
elec_s_500_t25_rGB-IE_Co2L-1H_c1_g0.01_pGTEP_angles,25577,12159,63892,0.16,15367,10974,52023,12079,80,80,10894,80,80,barrier,19682698874.84,19620316357.39,0.003169,7e-05,80000.0,1.0,40000000.0,1.0,1000000.0,53,160,25,1.0,angles,0.01,4,21600,GB-IE,40.0,23.0,0.13283858661832312,3.2202864841195034,535.671875,0.7542333602905273,1.1050353050231934,3.638848781585693,23.03455877304077,1.8320779800415041
elec_s_500_t25_rIT-CH-AT-LI-SI_Co2L-1H_c1_g0.01_pGTEP_angles,33152,16617,85058,0.17,19683,14498,69071,16503,114,114,14384,114,114,barrier,44152052155.06,43808563450.64,0.0077800000000000005,0.0003,60000.0,1.0,40000000.0,1.0,1000000.0,70,228,25,1.0,angles,0.01,4,21600,IT-CH-AT-LI-SI,40.0,36.0,0.2021584367506955,7.458951372781949,686.7226559999999,0.6542935371398926,1.1781375408172607,3.7320523262023926,29.944336414337158,1.8614535331726076
elec_s_500_t25_rCZ-PL-LT-LV-EE_Co2L-1H_c1_g0.01_pGTEP_angles,17277,7839,44955,0.08,10905,7117,37587,7773,66,66,7051,66,66,barrier,15978072814.53,15915535865.07,0.003914,6e-05,300000.0,1.0,40000000.0,1.0,1000000.0,37,130,25,1.0,angles,0.01,4,21600,CZ-PL-LT-LV-EE,40.0,17.0,0.1995703984291795,4.666199948423935,496.109375,0.6822831630706787,0.8442759513854979,2.8767342567443848,7.2906339168548575,1.005162239074707
elec_s_500_t25_rSE-FI-DK-NO_Co2L-1H_c1_g0.01_pGTEP_angles,29677,14062,75340,0.09,18365,12850,62567,13962,100,100,12750,100,100,barrier,22979927816.21,22805159572.95,0.007605,0.0001,30000.0,1.0,40000000.0,1.0,1000000.0,61,200,25,1.0,angles,0.01,4,21600,SE-FI-DK-NO,40.0,26.0,0.17190926596852266,7.457365251096405,559.53125,0.5360262393951416,0.8666338920593262,2.9284799098968506,31.43175363540649,1.5696008205413818
elec_s_500_t25_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c1_g0.01_pGTEP_angles,21777,10260,56526,0.08,13476,9234,46925,10179,81,81,9153,81,81,barrier,19009868478.08,18885443205.34,0.006545,8e-05,30000.0,1.0,40000000.0,0.08,1000000.0,46,162,25,1.0,angles,0.01,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,22.0,0.18962494726439905,7.3789069784901775,591.0351559999999,0.6504478454589844,0.9537289142608644,3.0883786678314213,22.336361646652218,0.9495627880096436
